,sales,date,region
39201,216500,2021-12-07,south
39202,230000,2021-12-07,east
39203,240000,2021-12-07,west
39228,213500,2021-12-08,north
39229,231500,2021-12-08,south
39230,237500,2021-12-08,east
39231,208000,2021-12-08,west
39256,227000,2021-12-09,north
39257,243000,2021-12-09,south
39258,233500,2021-12-09,east
39259,206500,2021-12-09,west
39284,223500,2021-12-10,north
39285,237500,2021-12-10,south
39286,240000,2021-12-10,east
39287,230500,2021-12-10,west
39312,231000,2021-12-11,north
39313,215500,2021-12-11,south
39314,243500,2021-12-11,east
39315,216500,2021-12-11,west
39340,222500,2021-12-12,north
39341,205500,2021-12-12,south
39342,223500,2021-12-12,east
39343,229500,2021-12-12,west
39368,204000,2021-12-13,north
39369,232000,2021-12-13,south
39370,211000,2021-12-13,east
39371,218000,2021-12-13,west
39396,236000,2021-12-14,north
39397,242000,2021-12-14,south
39398,237000,2021-12-14,east
39399,233500,2021-12-14,west
39424,248500,2021-12-15,north
39425,249500,2021-12-15,south
39426,236500,2021-12-15,east
39427,215500,2021-12-15,west
39452,238500,2021-12-16,north
39453,238500,2021-12-16,south
39454,243500,2021-12-16,east
39455,229000,2021-12-16,west
39480,221000,2021-12-17,north
39481,208500,2021-12-17,south
39482,209000,2021-12-17,east
39483,237000,2021-12-17,west
39508,214500,2021-12-18,north
39509,221000,2021-12-18,south
39510,238000,2021-12-18,east
39511,245500,2021-12-18,west
39536,227000,2021-12-19,north
39537,204000,2021-12-19,south
39538,218000,2021-12-19,east
39539,250000,2021-12-19,west
39564,211500,2021-12-20,north
39565,232500,2021-12-20,south
39566,225000,2021-12-20,east
39567,218000,2021-12-20,west
39592,233000,2021-12-21,north
39593,207500,2021-12-21,south
39594,235500,2021-12-21,east
39595,235500,2021-12-21,west
39620,220500,2021-12-22,north
39621,215500,2021-12-22,south
39622,201000,2021-12-22,east
39623,200500,2021-12-22,west
39648,241000,2021-12-23,north
39649,226500,2021-12-23,south
39650,220500,2021-12-23,east
39651,211500,2021-12-23,west
39676,205000,2021-12-24,north
39677,213500,2021-12-24,south
39678,244000,2021-12-24,east
39679,236000,2021-12-24,west
39704,240500,2021-12-25,north
39705,211500,2021-12-25,south
39706,208500,2021-12-25,east
39707,229000,2021-12-25,west
39732,224500,2021-12-26,north
39733,246000,2021-12-26,south
39734,245000,2021-12-26,east
39735,231000,2021-12-26,west
39760,237000,2021-12-27,north
39761,204000,2021-12-27,south
39762,241500,2021-12-27,east
39763,201500,2021-12-27,west
39788,224500,2021-12-28,north
39789,212000,2021-12-28,south
39790,241500,2021-12-28,east
39791,229500,2021-12-28,west
39816,244500,2021-12-29,north
39817,221500,2021-12-29,south
39818,228500,2021-12-29,east
39819,239500,2021-12-29,west
39844,243500,2021-12-30,north
39845,240000,2021-12-30,south
39846,226000,2021-12-30,east
39847,231500,2021-12-30,west
39872,231500,2021-12-31,north
39873,217500,2021-12-31,south
39874,229500,2021-12-31,east
39875,205500,2021-12-31,west
39900,213000,2022-01-01,north
39901,248000,2022-01-01,south
39902,219000,2022-01-01,east
39903,217000,2022-01-01,west
39928,216000,2022-01-02,north
39929,212000,2022-01-02,south
39930,211000,2022-01-02,east
39931,208000,2022-01-02,west
39956,205000,2022-01-03,north
39957,215000,2022-01-03,south
39958,244000,2022-01-03,east
39959,205500,2022-01-03,west
39984,240500,2022-01-04,north
39985,202000,2022-01-04,south
39986,201000,2022-01-04,east
39987,200500,2022-01-04,west
40012,248000,2022-01-05,north
40013,236000,2022-01-05,south
40014,202500,2022-01-05,east
40015,227500,2022-01-05,west
40040,224500,2022-01-06,north
40041,206000,2022-01-06,south
40042,229000,2022-01-06,east
40043,220500,2022-01-06,west
40068,206500,2022-01-07,north
40069,205000,2022-01-07,south
40070,218000,2022-01-07,east
40071,213500,2022-01-07,west
40096,237000,2022-01-08,north
40097,224500,2022-01-08,south
40098,207000,2022-01-08,east
40099,239500,2022-01-08,west
40124,249000,2022-01-09,north
40125,210500,2022-01-09,south
40126,233500,2022-01-09,east
40127,225000,2022-01-09,west
40152,224000,2022-01-10,north
40153,209000,2022-01-10,south
40154,237000,2022-01-10,east
40155,231500,2022-01-10,west
40180,200000,2022-01-11,north
40181,207500,2022-01-11,south
40182,230500,2022-01-11,east
40183,214500,2022-01-11,west
40208,205000,2022-01-12,north
40209,226000,2022-01-12,south
40210,209500,2022-01-12,east
40211,250000,2022-01-12,west
40236,226000,2022-01-13,north
40237,236500,2022-01-13,south
40238,248500,2022-01-13,east
40239,218000,2022-01-13,west
40264,224500,2022-01-14,north
40265,222500,2022-01-14,south
40266,208000,2022-01-14,east
40267,225000,2022-01-14,west
40292,211500,2022-01-15,north
40293,214500,2022-01-15,south
40294,213000,2022-01-15,east
40295,212000,2022-01-15,west
40320,231500,2022-01-16,north
40321,241000,2022-01-16,south
40322,229000,2022-01-16,east
40323,215000,2022-01-16,west
40348,229500,2022-01-17,north
40349,201500,2022-01-17,south
40350,207000,2022-01-17,east
40351,209500,2022-01-17,west
40376,204500,2022-01-18,north
40377,212500,2022-01-18,south
40378,208500,2022-01-18,east
40379,209500,2022-01-18,west
40404,229500,2022-01-19,north
40405,226500,2022-01-19,south
40406,204000,2022-01-19,east
40407,220000,2022-01-19,west
40432,241500,2022-01-20,north
40433,243500,2022-01-20,south
40434,216000,2022-01-20,east
40435,221000,2022-01-20,west
40460,229500,2022-01-21,north
40461,240500,2022-01-21,south
40462,238000,2022-01-21,east
40463,236000,2022-01-21,west
40488,208000,2022-01-22,north
40489,222000,2022-01-22,south
40490,249500,2022-01-22,east
40491,250000,2022-01-22,west
40516,217000,2022-01-23,north
40517,213500,2022-01-23,south
40518,220500,2022-01-23,east
40519,244500,2022-01-23,west
40544,219500,2022-01-24,north
40545,237500,2022-01-24,south
40546,237000,2022-01-24,east
40547,241000,2022-01-24,west
40572,247000,2022-01-25,north
40573,237000,2022-01-25,south
40574,211000,2022-01-25,east
40575,248000,2022-01-25,west
40600,208500,2022-01-26,north
40601,232000,2022-01-26,south
40602,207500,2022-01-26,east
40603,248500,2022-01-26,west
40628,216500,2022-01-27,north
40629,240000,2022-01-27,south
40630,205500,2022-01-27,east
40631,243500,2022-01-27,west
40656,238000,2022-01-28,north
40657,241000,2022-01-28,south
40658,224000,2022-01-28,east
40659,245000,2022-01-28,west
40684,219000,2022-01-29,north
40685,234500,2022-01-29,south
40686,229000,2022-01-29,east
40687,238000,2022-01-29,west
40712,214500,2022-01-30,north
40713,215000,2022-01-30,south
40714,250000,2022-01-30,east
40715,230500,2022-01-30,west
40740,204500,2022-01-31,north
40741,237500,2022-01-31,south
40742,204000,2022-01-31,east
40743,205500,2022-01-31,west
40768,240500,2022-02-01,north
40769,231000,2022-02-01,south
40770,240500,2022-02-01,east
40771,242000,2022-02-01,west
40796,216000,2022-02-02,north
40797,248500,2022-02-02,south
40798,237500,2022-02-02,east
40799,243500,2022-02-02,west
40824,212500,2022-02-03,north
40825,218500,2022-02-03,south
40826,209000,2022-02-03,east
40827,211500,2022-02-03,west
40852,203500,2022-02-04,north
40853,221500,2022-02-04,south
40854,201000,2022-02-04,east
40855,219000,2022-02-04,west
40880,207000,2022-02-05,north
40881,200000,2022-02-05,south
40882,213000,2022-02-05,east
40883,223500,2022-02-05,west
40908,225000,2022-02-06,north
40909,236500,2022-02-06,south
40910,202000,2022-02-06,east
40911,221500,2022-02-06,west
40936,229000,2022-02-07,north
40937,214500,2022-02-07,south
40938,225500,2022-02-07,east
40939,226500,2022-02-07,west
40964,237500,2022-02-08,north
40965,236000,2022-02-08,south
40966,243000,2022-02-08,east
40967,233000,2022-02-08,west
40992,229000,2022-02-09,north
40993,243500,2022-02-09,south
40994,222500,2022-02-09,east
40995,225500,2022-02-09,west
41020,227500,2022-02-10,north
41021,231000,2022-02-10,south
41022,207000,2022-02-10,east
41023,244500,2022-02-10,west
41048,240500,2022-02-11,north
41049,203000,2022-02-11,south
41050,247000,2022-02-11,east
41051,226500,2022-02-11,west
41076,224500,2022-02-12,north
41077,249000,2022-02-12,south
41078,211000,2022-02-12,east
41079,208500,2022-02-12,west
41104,242500,2022-02-13,north
41105,224500,2022-02-13,south
41106,250000,2022-02-13,east
41107,239000,2022-02-13,west
41132,203500,2022-02-14,north
41133,246500,2022-02-14,south
41134,250000,2022-02-14,east
41135,211500,2022-02-14,west
